782	0.0230857
783	0.0229291
784	0.0228171
785	0.0226107
786	0.0225107
787	0.0223791
788	0.0221413
789	0.0219777
790	0.021708
791	0.0214428
792	0.0212604
793	0.0209931
794	0.0209527
795	0.0207255
796	0.0206484
797	0.0204157
798	0.0203589
799	0.0201963
800	0.0199199
